task_id,ngo_id,title,ngo_name,about_task,direction_work,region,work_to_do,useful_skills,requirements_raw,skills_raw,skills_clean,directions_raw,directions_clean,format_raw,format_clean,participation_type,city_raw,city_clean,deadline,date_start,date_end,created_at,updated_at,publication_status,task_quality_score,is_duplicate_candidate,capacity,current_applications
task_00115,ngo_0029,Стать наставником для выпускника детского дома,Инициатива «Приют для всех»,"С 25 февраля 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Онлайн».",Миграция,Омск,"- участвовать во встречах наставников;
- соблюдать конфиденциальность;
- регулярно общаться с подопечным;
- помогать с конкретными задачами и целями;",Наставничество,помощь новичкам,Наставничество,Наставничество,мигранты / сельские территории / социальная помощь,Миграция|Сельские территории|Социальная помощь,Онлайн,Онлайн,Онлайн,ОМСК,Омск,2026-05-18,25.02.2026,18.05.2026,2026-02-25,2026-02-27,published,0.636,0,1,3
task_00116,ngo_0024,Перевести памятку о правах для мигрантов,Волонтёрский центр «Тамбовские добровольцы»,"До 10 июля 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Миграция,Ростов-на-Дону,"- помогать на встречах;
- переводить документы и переписку;
- адаптировать материалы для аудитории;
- соблюдать конфиденциальность;","Переводы, коммуникации, Юридические услуги","translation, коммуникация, юридические услуги","Переводы, коммуникации, Юридические услуги, Программирование","Переводы, коммуникации, Юридические услуги, Программирование",мигранты / пожилые / здоровье / бездомные,Миграция|Помощь пожилым|Здравоохранение|Люди без жилья,Онлайн,Онлайн,Онлайн, РОСТОВ-НА-ДОНУ ,Ростов-на-Дону,2026-07-10,26.03.2026,10.07.2026,2026-03-26,2026-04-01,published,0.342,0,2,0
task_00117,ngo_0052,Проверить договоры организации на соответствие законодательству,Фонд «Серебряный возраст»,Нужна волонтёрская помощь в формате «Онлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Миграция,Челябинск,"- подготавливать шаблоны и памятки;
- объяснять правовые вопросы простым языком;
- проводить консультации по запросу;
- проверять документы;","Юридические услуги, Наставничество",  договоры  ,"Юридические услуги, Наставничество","Юридические услуги, Наставничество",мигранты / соц помощь / просвещение,Миграция|Социальная помощь|Образование,Онлайн,Онлайн,Онлайн, Челябинск ,Челябинск,2026-05-14,19.02.2026,14.05.2026,2026-02-19,2026-02-26,published,0.952,0,3,3
task_00118,ngo_0076,Провести опрос участников программы о качестве услуг,Благотворительный фонд «Маленький принц»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Социальная помощь». Особенно пригодятся навыки: Исследования, Педагогика и Медицина.",Социальная помощь,Пермь,"- подготовить краткий отчёт с выводами;
- систематизировать результаты;
- разработать анкету или гайд;
- провести интервью или опросы;","Исследования, Педагогика, Медицина",кабинетное исследование | sql,"Исследования, Педагогика, Медицина","Исследования, Педагогика, Медицина","социальная помощь, сельские территории",Социальная помощь|Сельские территории,Онлайн,Онлайн,Онлайн,ПЕРМЬ,Пермь,2026-06-10,25.02.2026,10.06.2026,2026-02-25,2026-03-06,published,0.744,0,2,0
task_00119,ngo_0048,Провести занятие по рисованию для детей из малообеспеченных семей,Благотворительный фонд «Живём вместе»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Екатеринбург и передать итог команде.",Сельские территории,Екатеринбург,"- поддерживать позитивную атмосферу;
- взаимодействовать с куратором;
- соблюдать правила безопасности;
- провести занятие или мастер-класс;","Работа с детьми, Фото и видео, помощь на мероприятии","  дети, фотография  ","Работа с детьми, Фото и видео, помощь на мероприятии","Работа с детьми, Фото и видео, помощь на мероприятии",сельские территории; дети и молодёжь; социальная помощь,Сельские территории|Дети и молодёжь|Социальная помощь,Смешанный,Смешанный,Смешанный, Екатеринбург ,Екатеринбург,2026-05-14,31.01.2026,14.05.2026,2026-01-31,2026-02-06,published,0.825,0,1,3
task_00120,ngo_0021,Стать наставником для выпускника детского дома,АНО «Открытое сообщество»,"Мы ищем волонтёр-копирайтер, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Помощь пожилым,Санкт-Петербург,"- соблюдать конфиденциальность;
- участвовать во встречах наставников;
- регулярно общаться с подопечным;
- помогать с конкретными задачами и целями;","Наставничество, Работа с детьми",наставничество | таргет,"Наставничество, Работа с детьми","Наставничество, Работа с детьми",старшее поколение | помощь животным | экологические проекты,Помощь пожилым|Животные|Экология,Оффлайн,Оффлайн,Оффлайн,Санкт-Петербург,Санкт-Петербург,2026-05-18,01.03.2026,18.05.2026,2026-03-01,2026-03-09,published,0.718,0,3,3
task_00121,ngo_0065,Помочь молодому волонтёру влиться в работу организации,АНО «Полезное действие»,"Нам нужен волонтёр-наставник: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — оффлайн.",Образование,Екатеринбург,"- регулярно общаться с подопечным;
- соблюдать конфиденциальность;
- участвовать во встречах наставников;
- помогать с конкретными задачами и целями;",Наставничество,ментор,Наставничество,Наставничество,  обучение; искусство; юридическая помощь; помощь животным  ,Образование|Культура и искусство|Правозащита|Животные,Оффлайн,Оффлайн,Оффлайн, Екатеринбург ,Екатеринбург,2026-05-18,17.04.2026,18.05.2026,2026-04-17,2026-04-26,published,0.715,0,2,1
task_00122,ngo_0071,Написать серию материалов о подопечных для сайта и соцсетей,АНО «Сила участия»,"Необходимо помочь проекту в направлении «Дети и молодёжь». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Дети и молодёжь,Воронеж,"- редактировать материалы команды;
- писать тексты по брифу и структуре;
- выдерживать тон и стиль бренда;
- брать короткие интервью у подопечных;","Копирайтинг, SMM, Аналитика",copywriting / SMM / чат-боты,"Копирайтинг, SMM, Аналитика","Копирайтинг, SMM, Аналитика",дети и молодёжь | кризисные ситуации,Дети и молодёжь|Кризисные ситуации,Смешанный,Смешанный,Смешанный, ВОРОНЕЖ ,Воронеж,2026-06-01,17.02.2026,01.06.2026,2026-02-17,2026-02-19,published,0.63,0,1,3
task_00123,ngo_0022,Провести психологические консультации для участников кризисного проекта,Центр добровольчества «Воронежские добровольцы»,"Команде нужна поддержка волонтёра в регионе Воронеж. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Сельские территории,Воронеж,"- участвовать в супервизии команды;
- вести краткие записи;
- соблюдать этику и конфиденциальность;
- проводить индивидуальные консультации или групповые встречи;","Психология, PR",психологическая поддержка,"Психология, PR","Психология, PR","малые города, обучение",Сельские территории|Образование,Смешанный,Смешанный,Смешанный, Воронеж ,Воронеж,2026-05-18,18.01.2026,18.05.2026,2026-01-18,2026-01-21,published,0.504,0,5,3
task_00124,ngo_0012,Провести психологические консультации для участников кризисного проекта,Центр добровольчества «Единство»,Потребуется помощь волонтёр-аналитик. Работа связана с направлением «Здравоохранение» и предполагает практический результат без лишней бюрократии.,Здравоохранение,Красноярск,"- участвовать в супервизии команды;
- проводить индивидуальные консультации или групповые встречи;
- вести краткие записи;
- соблюдать этику и конфиденциальность;","кабинетное исследование, Психология, Юридические услуги",кабинетное исследование | эмоциональная поддержка | юрист,"кабинетное исследование, Психология, Юридические услуги, Наставничество","кабинетное исследование, Психология, Юридические услуги, Наставничество","здравоохранение, помощь людям",Здравоохранение|Социальная помощь,Оффлайн,Оффлайн,Оффлайн,КРАСНОЯРСК,Красноярск,2026-06-25,20.01.2026,25.06.2026,2026-01-20,2026-01-26,published,0.899,0,3,2
task_00125,ngo_0081,Создать брендбук для новой организации,Благотворительный фонд «Добрый след»,"С 29 марта 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Смешанный».",Кризисные ситуации,Новосибирск,"- разрабатывать макеты по брифу;
- адаптировать материалы под разные форматы;
- передавать готовые файлы;
- согласовывать правки с командой;","Дизайн, Педагогика, Координация волонтёров","графический дизайн,  учитель,  координатор,  связи с общественностью,  excel advanced","Дизайн, Педагогика, Координация волонтёров, PR, Аналитика","Дизайн, Педагогика, Координация волонтёров, PR, Аналитика",кризисные ситуации / бездомные / молодежь / помощь пожилым,Кризисные ситуации|Люди без жилья|Дети и молодёжь|Помощь пожилым,Смешанный,Смешанный,Смешанный,НОВОСИБИРСК,Новосибирск,2026-05-25,29.03.2026,25.05.2026,2026-03-29,2026-04-05,published,0.214,0,1,1
task_00126,ngo_0075,Создать брендбук для новой организации,Образовательная инициатива «Мой выбор»,"До 18 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Инклюзия,Новосибирск,"- согласовывать правки с командой;
- передавать готовые файлы;
- разрабатывать макеты по брифу;
- адаптировать материалы под разные форматы;","Дизайн, Копирайтинг, Юридические услуги",Фигма; редактура,"Дизайн, Копирайтинг, Юридические услуги","Дизайн, Копирайтинг, Юридические услуги",  доступная среда | правозащита  ,Инклюзия|Правозащита,Онлайн,Онлайн,Онлайн,НОВОСИБИРСК,Новосибирск,2026-05-18,24.01.2026,18.05.2026,2026-01-24,2026-01-26,published,0.463,0,2,0
task_00127,ngo_0034,Снять документальный ролик о работе приюта для животных,Фонд «Первый шаг к жизни»,Нужна волонтёрская помощь в формате «Смешанный». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Миграция,Уфа,"- снимать на мероприятиях;
- обрабатывать материалы;
- передавать итоговые файлы команде;
- соблюдать этику при работе с людьми;","привлечение средств, Фото и видео, Организация мероприятий",  фандрайзинг; видео; мероприятия  ,"привлечение средств, Фото и видео, Организация мероприятий, Копирайтинг","привлечение средств, Фото и видео, Организация мероприятий, Копирайтинг","  миграция, соц помощь  ",Миграция|Социальная помощь,Смешанный,Смешанный,Смешанный, Уфа ,Уфа,2026-06-25,11.03.2026,25.06.2026,2026-03-11,2026-03-16,published,0.742,0,5,2
task_00128,ngo_0017,Провести опрос участников программы о качестве услуг,Просветительская инициатива «Не молчи»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Помощь пожилым». Особенно пригодятся навыки: Исследования, Фото и видео и SMM.",Помощь пожилым,Санкт-Петербург,"- подготовить краткий отчёт с выводами;
- провести интервью или опросы;
- разработать анкету или гайд;
- систематизировать результаты;","Исследования, Фото и видео, SMM","research,  съемка,  SMM","Исследования, Фото и видео, SMM, Координация волонтёров","Исследования, Фото и видео, SMM, Координация волонтёров",  старшее поколение | молодежь  ,Помощь пожилым|Дети и молодёжь,Оффлайн,Оффлайн,Оффлайн,Санкт-Петербург,Санкт-Петербург,2026-05-25,21.04.2026,25.05.2026,2026-04-21,2026-04-27,published,0.774,0,5,2
task_00129,ngo_0033,Проверить договоры организации на соответствие законодательству,Социальная инициатива «Наш дом — природа»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Новосибирск и передать итог команде.",Спорт и ЗОЖ,Новосибирск,"- объяснять правовые вопросы простым языком;
- проверять документы;
- подготавливать шаблоны и памятки;
- проводить консультации по запросу;","Юридические услуги, Фандрайзинг, Аналитика","юридические услуги, фандрайзинг, sql","Юридические услуги, Фандрайзинг, Аналитика, Исследования","Юридические услуги, Фандрайзинг, Аналитика, Исследования",спорт; помощь животным; эко,Спорт и ЗОЖ|Животные|Экология,Онлайн,Онлайн,Онлайн,  НОВОСИБИРСК  ,Новосибирск,2026-06-01,27.01.2026,01.06.2026,2026-01-27,2026-02-05,published,0.92,0,2,2
task_00130,ngo_0055,Вести Телеграм-канал организации в течение месяца,Фонд «Старость в почёте»,"Мы ищем волонтёр с опытом в визуальных материалах, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Люди без жилья,Екатеринбург,"- следить за реакциями и отвечать на комментарии;
- создавать посты и истории;
- готовить контент-план;
- анализировать охваты;","SMM, Психология, coordination",  ведение соцсетей / психология / управление волонтерами / Фигма  ,"SMM, Психология, coordination, Дизайн, кабинетное исследование","SMM, Психология, coordination, Дизайн, кабинетное исследование","бездомные,  обучение,  инклюзия",Люди без жилья|Образование|Инклюзия,Смешанный,Смешанный,Смешанный,ЕКАТЕРИНБУРГ,Екатеринбург,2026-05-14,21.03.2026,14.05.2026,2026-03-21,2026-03-22,published,0.278,0,1,4
task_00131,ngo_0081,Разработать серию баннеров для онлайн-кампании,Благотворительный фонд «Добрый след»,"Нам нужен волонтёр с опытом в визуальных материалах: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — онлайн.",Сельские территории,Нижний Новгород,"- передавать готовые файлы;
- адаптировать материалы под разные форматы;
- разрабатывать макеты по брифу;
- согласовывать правки с командой;","Дизайн, Медицина, Программирование","  ДИЗАЙН, медицина, sql  ","Дизайн, Медицина, Программирование","Дизайн, Медицина, Программирование",села / пожилые / здоровый образ жизни,Сельские территории|Помощь пожилым|Спорт и ЗОЖ,Онлайн,Онлайн,Онлайн,Нижний Новгород,Нижний Новгород,2026-05-16,09.02.2026,16.05.2026,2026-02-09,2026-02-10,published,0.961,0,2,0
task_00132,ngo_0047,Провести опрос участников программы о качестве услуг,Благотворительный фонд «Свет надежды»,"Необходимо помочь проекту в направлении «Социальная помощь». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Социальная помощь,Омск,"- разработать анкету или гайд;
- провести интервью или опросы;
- систематизировать результаты;
- подготовить краткий отчёт с выводами;","помощь на мероприятии, Исследования",  организация мероприятий  ,"помощь на мероприятии, Исследования","помощь на мероприятии, Исследования",соц помощь; экологические проекты,Социальная помощь|Экология,Онлайн,Онлайн,Онлайн,Омск,Омск,2026-06-25,28.02.2026,25.06.2026,2026-02-28,2026-03-03,published,0.838,0,3,5
task_00133,ngo_0086,Провести психологические консультации для участников кризисного проекта,Волонтёрский центр «Белгородское добровольчество»,"Команде нужна поддержка волонтёра в регионе Нижний Новгород. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Культура и искусство,Нижний Новгород,"- проводить индивидуальные консультации или групповые встречи;
- вести краткие записи;
- участвовать в супервизии команды;
- соблюдать этику и конфиденциальность;","Психология, Работа с документами, таргет",психолог,"Психология, Работа с документами, таргет","Психология, Работа с документами, таргет","культура, старшее поколение, социальная помощь, экологические проекты",Культура и искусство|Помощь пожилым|Социальная помощь|Экология,Оффлайн,Оффлайн,Оффлайн, НИЖНИЙ НОВГОРОД ,Нижний Новгород,2026-05-14,07.05.2026,14.05.2026,2026-05-07,2026-05-11,published,0.79,0,2,5
task_00134,ngo_0039,Настроить CRM для учёта волонтёров в организации,Центр добровольчества «Казанские волонтёры»,Потребуется помощь волонтёр-аналитик. Работа связана с направлением «Животные» и предполагает практический результат без лишней бюрократии.,Животные,Санкт-Петербург,"- разобраться в текущих процессах;
- написать краткую инструкцию;
- обучить 1–2 сотрудников;
- настроить выбранный инструмент;","IT, бумаги, Аналитика",техническая помощь / документы / excel / копирайтинг / английский,"IT, бумаги, Аналитика, Копирайтинг, Переводы, Юридические услуги","IT, бумаги, Аналитика, Копирайтинг, Переводы, Юридические услуги",животные,Животные,Оффлайн,Оффлайн,Оффлайн,Санкт-Петербург,Санкт-Петербург,2026-06-10,03.03.2026,10.06.2026,2026-03-03,2026-03-06,published,0.607,0,1,1
task_00135,ngo_0078,Проанализировать эффективность работы горячей линии,Фонд «Доступная жизнь»,"С 16 февраля 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Смешанный».",Сельские территории,Москва,"- построить визуализацию или дашборд;
- дать рекомендации команде;
- подготовить выводы в понятном формате;
- изучить исходные данные;","Аналитика, Дизайн, Организация мероприятий","  аналитика, дизайн, ивенты, аниматор  ","Аналитика, Дизайн, Организация мероприятий, Работа с детьми, Координация волонтёров","Аналитика, Дизайн, Организация мероприятий, Работа с детьми, Координация волонтёров","малые города, просвещение, права человека",Сельские территории|Образование|Правозащита,Смешанный,Смешанный,Смешанный, МОСКВА ,Москва,2026-07-10,16.02.2026,10.07.2026,2026-02-16,2026-02-17,published,0.769,0,1,4
task_00136,ngo_0037,Организовать набор волонтёров для уборки территории,АНО «Участие»,"До 18 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Кризисные ситуации,Уфа,"- поддерживать связь с волонтёрами;
- готовить отчёты по работе команды;
- проводить вводные встречи;
- вести реестр и распределять задачи;","Координация волонтёров, таргет",управление волонтерами,"Координация волонтёров, таргет","Координация волонтёров, таргет","  экстренная помощь, дети, помощь пожилым  ",Кризисные ситуации|Дети и молодёжь|Помощь пожилым,Смешанный,Смешанный,Смешанный,УФА,Уфа,2026-05-18,30.04.2026,18.05.2026,2026-04-30,2026-05-02,published,0.918,0,1,3
task_00137,ngo_0007,Вести Телеграм-канал организации в течение месяца,Центр добровольчества «Калужские волонтёры»,Нужна волонтёрская помощь в формате «Онлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Люди без жилья,Челябинск,"- создавать посты и истории;
- анализировать охваты;
- готовить контент-план;
- следить за реакциями и отвечать на комментарии;","SMM, Наставничество, Исследования"," смм ,  наставничество,  research,  психолог","SMM, Наставничество, Исследования, Психология, Программирование","SMM, Наставничество, Исследования, Психология, Программирование",  бездомные  ,Люди без жилья,Онлайн,Онлайн,Онлайн,ЧЕЛЯБИНСК,Челябинск,2026-05-14,23.04.2026,14.05.2026,2026-04-23,2026-04-23,moderation,0.509,0,3,2
task_00138,ngo_0050,Провести серию уроков по финансовой грамотности для подростков,Социальная инициатива «Уличная библиотека»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Экология». Особенно пригодятся навыки: Педагогика.",Экология,Уфа,"- собрать обратную связь;
- скорректировать программу по итогам;
- провести занятие или серию встреч;
- подготовить содержание занятия;",Педагогика,тьютор | таргет,Педагогика,Педагогика,экологические проекты; люди с инвалидностью; малые города,Экология|Инклюзия|Сельские территории,Смешанный,Смешанный,Смешанный, Уфа ,Уфа,2026-06-10,20.04.2026,10.06.2026,2026-04-20,2026-04-20,published,0.647,0,2,2
task_00139,ngo_0028,Помочь архивировать документы за несколько лет,Просветительский центр «Инклюзия без границ»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Волгоград и передать итог команде.",Экология,Волгоград,"- разобрать и систематизировать архив;
- провести инвентаризацию;
- создать удобную структуру хранения;
- обучить команду работе с документами;","Работа с документами, Педагогика, Фандрайзинг",делопроизводство / преподавание / фандрайзинг,"Работа с документами, Педагогика, Фандрайзинг, Переводы","Работа с документами, Педагогика, Фандрайзинг, Переводы","экология,  села,  культура,  зож",Экология|Сельские территории|Культура и искусство|Спорт и ЗОЖ,Смешанный,Смешанный,Смешанный,Волгоград,Волгоград,2026-06-01,11.02.2026,01.06.2026,2026-02-11,2026-02-13,published,0.674,0,2,2
task_00140,ngo_0031,Провести серию уроков по финансовой грамотности для подростков,Волонтёрский центр «Живая карта»,"Мы ищем волонтёр-организатор, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Правозащита,Уфа,"- собрать обратную связь;
- провести занятие или серию встреч;
- скорректировать программу по итогам;
- подготовить содержание занятия;","Педагогика, Организация мероприятий, Переводы",педагогика | организация мероприятий,"Педагогика, Организация мероприятий, Переводы, таргет","Педагогика, Организация мероприятий, Переводы, таргет",правозащита,Правозащита,Смешанный,Смешанный,Смешанный,УФА,Уфа,2026-06-25,27.02.2026,25.06.2026,2026-02-27,2026-03-06,published,0.608,0,3,1
task_00141,ngo_0017,Участвовать в выездном медицинском пункте для бездомных,Просветительская инициатива «Не молчи»,"Нам нужен волонтёр-аналитик: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — онлайн.",Сельские территории,Москва,"- вести краткую документацию;
- помогать с документами для подопечных;
- участвовать в выезде или приёме;
- взаимодействовать с командой;","помощь на мероприятии, Медицина, Аналитика",  помощь на мероприятии; первая помощь;  анализ данных   ,"помощь на мероприятии, Медицина, Аналитика, Работа с документами","помощь на мероприятии, Медицина, Аналитика, Работа с документами","сельские территории, люди с инвалидностью, просвещение, спорт",Сельские территории|Инклюзия|Образование|Спорт и ЗОЖ,Онлайн,Онлайн,Онлайн,МОСКВА,Москва,2026-05-18,22.04.2026,18.05.2026,2026-04-22,2026-04-26,published,0.65,0,3,1
task_00142,ngo_0041,Создать брендбук для новой организации,Образовательная программа «Включай!»,"Необходимо помочь проекту в направлении «Спорт и ЗОЖ». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Спорт и ЗОЖ,Москва,"- согласовывать правки с командой;
- передавать готовые файлы;
- разрабатывать макеты по брифу;
- адаптировать материалы под разные форматы;","Дизайн, Фото и видео, Координация волонтёров","  графический дизайн,  фотография  ","Дизайн, Фото и видео, Координация волонтёров, Исследования","Дизайн, Фото и видео, Координация волонтёров, Исследования",здоровый образ жизни | экология | экстренная помощь | ночлежка,Спорт и ЗОЖ|Экология|Кризисные ситуации|Люди без жилья,Оффлайн,Оффлайн,Оффлайн,Москва,Москва,2026-05-25,01.05.2026,25.05.2026,2026-05-01,2026-05-09,published,0.76,0,1,1
task_00143,ngo_0074,Написать серию материалов о подопечных для сайта и соцсетей,АНО «Честный город»,"Команде нужна поддержка волонтёра в регионе Красноярск. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Социальная помощь,Красноярск,"- писать тексты по брифу и структуре;
- выдерживать тон и стиль бренда;
- брать короткие интервью у подопечных;
- редактировать материалы команды;",Копирайтинг,редактура,Копирайтинг,Копирайтинг,"соц помощь, культура, дети и молодёжь",Социальная помощь|Культура и искусство|Дети и молодёжь,Оффлайн,Оффлайн,Оффлайн,КРАСНОЯРСК,Красноярск,2026-06-01,11.03.2026,01.06.2026,2026-03-11,2026-03-14,published,0.56,0,3,1
task_00144,ngo_0076,Участвовать в выездном медицинском пункте для бездомных,Благотворительный фонд «Маленький принц»,Потребуется помощь волонтёр с опытом в визуальных материалах. Работа связана с направлением «Социальная помощь» и предполагает практический результат без лишней бюрократии.,Социальная помощь,Пермь,"- помогать с документами для подопечных;
- участвовать в выезде или приёме;
- взаимодействовать с командой;
- вести краткую документацию;","Медицина, Наставничество, Дизайн",  медик | наставничество | дизайнер | юридические услуги | медиа  ,"Медицина, Наставничество, Дизайн, Юридические услуги, PR, Организация мероприятий","Медицина, Наставничество, Дизайн, Юридические услуги, PR, Организация мероприятий","социальная помощь, люди без жилья, зож",Социальная помощь|Люди без жилья|Спорт и ЗОЖ,Оффлайн,Оффлайн,Оффлайн, Пермь ,Пермь,2026-06-10,30.04.2026,10.06.2026,2026-04-30,2026-05-03,published,0.731,0,2,2
task_00145,ngo_0089,Организовать субботник в парке при поддержке НКО,АНО «Инклюзивное пространство»,"С 14 апреля 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Онлайн».",Животные,Новосибирск,"- решать оперативные вопросы в день проведения;
- подготовить краткий отчёт;
- составить план мероприятия;
- координировать участников;","Организация мероприятий, Программирование, Копирайтинг","  ивенты, web разработка  ","Организация мероприятий, Программирование, Копирайтинг","Организация мероприятий, Программирование, Копирайтинг",животные | культура | просвещение,Животные|Культура и искусство|Образование,Онлайн,Онлайн,Онлайн,Новосибирск,Новосибирск,2026-05-18,14.04.2026,18.05.2026,2026-04-14,2026-04-22,published,0.283,0,1,4
task_00146,ngo_0066,Стать наставником для выпускника детского дома,АНО «Третий сектор»,"До 1 июня 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Социальная помощь,Казань,"- участвовать во встречах наставников;
- соблюдать конфиденциальность;
- помогать с конкретными задачами и целями;
- регулярно общаться с подопечным;","Наставничество, SMM, Организация мероприятий",помощь новичкам / SMM / tableau,"Наставничество, SMM, Организация мероприятий","Наставничество, SMM, Организация мероприятий","  социальная помощь,  помощь животным  ",Социальная помощь|Животные,Онлайн,Онлайн,Онлайн,  КАЗАНЬ  ,Казань,2026-06-01,22.03.2026,01.06.2026,2026-03-22,2026-03-22,published,0.622,0,3,1
task_00147,ngo_0005,Участвовать в выездном медицинском пункте для бездомных,Центр добровольчества «Тверские волонтёры»,Нужна волонтёрская помощь в формате «Онлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Инклюзия,Пермь,"- участвовать в выезде или приёме;
- взаимодействовать с командой;
- помогать с документами для подопечных;
- вести краткую документацию;","Медицина, Дизайн, Исследования","  медицина,  ДИЗАЙН  ","Медицина, Дизайн, Исследования","Медицина, Дизайн, Исследования",  инклюзия | адаптация | села  ,Инклюзия|Миграция|Сельские территории,Онлайн,Онлайн,Онлайн,Пермь,Пермь,2026-06-10,12.03.2026,10.06.2026,2026-03-12,2026-03-18,published,0.609,0,2,0
